Data;ID_venda;Filial;Vendedor;Nome_produto;Nome_cliente;Genero_cliente;Forma_pagamento
19/10/2022;662668;Curitiba;Sr. Luan Fernandes;Palha;Apollo da Conceição;Masculino;Cartão de débito
29/10/2022;674543;Curitiba;Sr. Luan Fernandes;Topper;Maria Laura Leão;Masculino;Cartão de crédito
21/10/2022;264259;Porto Alegre;Marina da Mota;Havaianas;Agatha Leão;Feminino;PIX
29/10/2022;181096;Rio de Janeiro;João da Luz;Copa;Sra. Melina da Conceição;Feminino;Cartão de débito
09/10/2022;996324;Belo Horizonte;Maitê Jesus;Palace;Lunna Aparecida;Feminino;PIX
26/10/2022;813945;Porto Alegre;Dr. Davi Luiz Rezende;Palace;Dra. Mirella Teixeira;Masculino;Cartão de crédito
11/10/2022;547699;Curitiba;Pedro Henrique Casa Grande;Blazer;Luiz Henrique da Cunha;Feminino;PIX
19/10/2022;754620;Rio de Janeiro;Dr. Luigi Nascimento;Copa;Luna Machado;Masculino;Cartão de crédito
04/10/2022;784551;Belo Horizonte;Dr. Marcelo Teixeira;Topper;Ana Vieira;Feminino;Cartão de crédito
27/10/2022;313914;Curitiba;Valentim Barbosa;Predator;Dr. André Rocha;Masculino;Cartão de débito
10/10/2022;573443;São Paulo;Pedro Lucas da Luz;Vizzano;Dr. Davi Lucca Nunes;Feminino;PIX
16/10/2022;241571;Curitiba;Gael Henrique Siqueira;Havaianas;Dr. João Pedro Garcia;Feminino;PIX
05/10/2022;316763;Porto Alegre;Enzo Gabriel Guerra;X;Emanuelly Monteiro;Feminino;Cartão de crédito
13/10/2022;856733;Porto Alegre;Davi Luiz Farias;Jordan;José Pedro Vieira;Masculino;PIX
17/10/2022;412858;Belo Horizonte;Dr. Marcelo Teixeira;Jordan;Bernardo Andrade;Feminino;PIX
13/10/2022;710287;Belo Horizonte;Dr. Luan Borges;Beira Rio;Bruna Cavalcante;Feminino;Cartão de débito
31/10/2022;329611;Rio de Janeiro;Leandro da Costa;X;Ana Clara Santos;Masculino;Cartão de débito
05/10/2022;417117;Porto Alegre;Mathias Leão;Tiririca;Natália Guerra;Masculino;PIX
18/10/2022;250213;Porto Alegre;Enzo Gabriel Guerra;Cambio;Gael Henrique Fernandes;Masculino;PIX
13/10/2022;176534;Rio de Janeiro;Dr. Luigi Nascimento;Copa;Luna Almeida;Feminino;PIX
18/10/2022;438887;Curitiba;Valentim Barbosa;Tiririca;Marcos Vinicius Moura;Masculino;PIX
01/10/2022;926591;Porto Alegre;Mathias Leão;Air Force 1;Hellena Melo;Masculino;PIX
03/10/2022;542231;Rio de Janeiro;Rafaela Rodrigues;Vizzano;Pedro Miguel da Cunha;Feminino;PIX
31/10/2022;145490;Porto Alegre;Dr. Davi Luiz Rezende;Jordan;Luiz Miguel Lopes;Feminino;PIX
15/10/2022;964872;Belo Horizonte;Maitê Jesus;Nemeziz;Sabrina Vasconcelos;Feminino;Cartão de crédito
23/10/2022;427817;Rio de Janeiro;Dr. Breno Ramos;Blazer;Oliver Nascimento;Masculino;Cartão de débito
03/10/2022;138630;São Paulo;Theo da Cruz;Vermelha;Esther Costa;Feminino;PIX
10/10/2022;463085;Belo Horizonte;Francisco Macedo;Beira Rio;Dante Aparecida;Masculino;Cartão de crédito
02/10/2022;710705;Belo Horizonte;Thales Viana;Alpargata;Ravy da Costa;Feminino;Cartão de débito
01/10/2022;554607;Rio de Janeiro;Leandro da Costa;Vermelha;Isabella da Cruz;Masculino;Cartão de crédito
03/10/2022;930914;Curitiba;Gael Henrique Siqueira;Beira Rio;Dr. Gabriel Almeida;Feminino;Cartão de crédito
08/10/2022;878886;Rio de Janeiro;João Miguel Fonseca;Nemeziz;Maria Sophia Teixeira;Masculino;Cartão de débito
15/10/2022;300892;Rio de Janeiro;Rafaela Rodrigues;Dunk;Srta. Hellena Jesus;Feminino;Cartão de débito
21/10/2022;837525;São Paulo;Theo da Cruz;Copa;Camila Dias;Feminino;Cartão de crédito
30/10/2022;534674;Curitiba;Sr. Luan Fernandes;Beira Rio;Isabela Freitas;Masculino;Cartão de crédito
15/10/2022;872879;São Paulo;Theo da Cruz;Rasteira;Heitor Sales;Masculino;Cartão de crédito
10/10/2022;844613;São Paulo;Nathan Montenegro;Vizzano;Ágatha Araújo;Masculino;PIX
05/10/2022;499578;Rio de Janeiro;Dr. Breno Ramos;Palace;Rafael Silva;Masculino;Cartão de crédito
27/10/2022;177504;Rio de Janeiro;Leandro da Costa;Melissa;Dr. Nicolas Nogueira;Masculino;Cartão de débito
15/10/2022;515161;Belo Horizonte;Sr. Valentim Duarte;Cambio;Sarah Nogueira;Feminino;PIX
04/10/2022;587743;Curitiba;Sr. Luan Fernandes;Predator;José Pedro Gomes;Masculino;Cartão de débito
09/10/2022;300844;Porto Alegre;Dr. Davi Luiz Rezende;Mercurial;Francisco Campos;Feminino;Cartão de débito
23/11/2022;494118;São Paulo;Theo da Cruz;Jordan;Dr. José Pedro Abreu;Masculino;Cartão de débito
05/11/2022;905095;São Paulo;Nathan Montenegro;Mercurial;Sra. Pietra Ramos;Masculino;Cartão de débito
04/11/2022;843866;Belo Horizonte;Dr. Luan Borges;Palace;Maria Júlia Santos;Feminino;PIX
12/11/2022;318620;Belo Horizonte;Thales Viana;Vizzano;João Vitor da Paz;Masculino;Cartão de crédito
02/11/2022;941810;Porto Alegre;Enzo Gabriel Guerra;Rasteira;Dr. Léo Pires;Masculino;PIX
28/11/2022;830506;Porto Alegre;Enzo Gabriel Guerra;Palha;Marina Silveira;Feminino;Cartão de crédito
14/11/2022;286536;Rio de Janeiro;João da Luz;Lacoste;Benicio Martins;Masculino;Cartão de crédito
13/11/2022;855094;Belo Horizonte;Maitê Jesus;Vizzano;Cecília Rodrigues;Masculino;PIX
13/11/2022;703502;Belo Horizonte;Clarice Nogueira;Copa;Nathan Albuquerque;Masculino;PIX
11/11/2022;584924;Rio de Janeiro;Rafaela Rodrigues;Beira Rio;Liam Leão;Feminino;Cartão de débito
18/11/2022;923511;São Paulo;Murilo Cavalcante;Predator;Dra. Helena Pastor;Masculino;Cartão de débito
16/11/2022;590779;Porto Alegre;Marina da Mota;Tiririca;Natália Câmara;Masculino;Cartão de débito
04/11/2022;452012;São Paulo;Pietro Alves;Vermelha;Kaique Garcia;Feminino;Cartão de crédito
02/11/2022;380400;Rio de Janeiro;Dr. Luigi Nascimento;Topper;Ana Laura Martins;Masculino;PIX
09/11/2022;877988;Belo Horizonte;Thales Viana;Jordan;Srta. Melina Cavalcante;Feminino;Cartão de crédito
17/11/2022;330414;Rio de Janeiro;João Miguel Fonseca;Lacoste;Dr. João Guilherme Cavalcante;Masculino;Cartão de crédito
12/11/2022;777676;Porto Alegre;Dr. Davi Luiz Rezende;Cambio;Otávio Albuquerque;Masculino;Cartão de crédito
25/11/2022;382143;São Paulo;Pedro Lucas da Luz;Lacoste;Marcelo Brito;Masculino;PIX
30/11/2022;276833;Rio de Janeiro;Leandro da Costa;Lacoste;Sra. Olívia da Rocha;Feminino;PIX
07/11/2022;181656;Rio de Janeiro;Pedro Aparecida;Vermelha;Sophia Mendes;Masculino;PIX
06/11/2022;830727;Rio de Janeiro;João da Luz;Topper;André Fernandes;Feminino;Cartão de débito
02/11/2022;534805;Rio de Janeiro;Rafaela Rodrigues;Palha;Maria Clara Carvalho;Feminino;Cartão de crédito
13/11/2022;193684;São Paulo;Nathan Montenegro;Vizzano;Lunna Garcia;Masculino;Cartão de crédito
30/11/2022;215815;Curitiba;Luiz Henrique Nogueira;Beira Rio;Davi das Neves;Feminino;Cartão de débito
16/11/2022;710632;Curitiba;Sr. Luan Fernandes;Melissa;Kevin Camargo;Feminino;Cartão de débito
06/11/2022;178907;Curitiba;Valentim Barbosa;Palha;Antonella Pereira;Masculino;Cartão de débito
24/11/2022;554432;Belo Horizonte;Dr. Marcelo Teixeira;Havaianas;Srta. Raquel Melo;Feminino;Cartão de débito
13/11/2022;205661;Belo Horizonte;Dr. Luan Borges;Copa;Maya Novais;Feminino;PIX
27/11/2022;894762;Curitiba;Oliver Sales;Copa;Aurora Jesus;Masculino;Cartão de crédito
24/11/2022;336143;Belo Horizonte;Thales Viana;X;Ana Vitória Souza;Masculino;Cartão de crédito
20/11/2022;149259;Curitiba;Valentim Barbosa;Blazer;Lucca Sales;Masculino;Cartão de crédito
05/11/2022;244553;Curitiba;Samuel das Neves;Palace;Ágatha Cavalcante;Masculino;Cartão de crédito
13/11/2022;675462;Curitiba;Samuel das Neves;Havaianas;Srta. Eloá Barros;Feminino;Cartão de crédito
15/11/2022;382783;Rio de Janeiro;Dr. Luigi Nascimento;Tiririca;Ana Cecília Siqueira;Feminino;Cartão de débito
20/11/2022;137149;Rio de Janeiro;Dr. Luigi Nascimento;Palha;Théo Sampaio;Feminino;Cartão de crédito
02/11/2022;800522;Belo Horizonte;Maitê Jesus;Vizzano;Arthur Miguel Sá;Masculino;PIX
01/11/2022;700417;São Paulo;Pietro Alves;Copa;Gael Souza;Feminino;Cartão de crédito
10/11/2022;586684;Rio de Janeiro;João da Luz;Dunk;Henrique Melo;Feminino;Cartão de crédito
13/11/2022;234491;São Paulo;Theo da Cruz;Lacoste;Maria Julia Leão;Feminino;Cartão de débito
26/11/2022;627970;São Paulo;Theo da Cruz;Jordan;Ian Moraes;Feminino;Cartão de crédito
02/11/2022;644816;Belo Horizonte;Dr. Marcelo Teixeira;Tiririca;Dra. Maria Sales;Feminino;Cartão de crédito
03/11/2022;257930;Belo Horizonte;Thales Viana;Blazer;Sra. Mariah Cirino;Masculino;PIX
22/11/2022;393867;Curitiba;Valentim Barbosa;Palace;Luigi Siqueira;Masculino;PIX
26/11/2022;868056;Curitiba;Sr. Luan Fernandes;Vermelha;Juliana Vargas;Masculino;Cartão de crédito
25/11/2022;245079;Belo Horizonte;Clarice Nogueira;Alpargata;João Miguel Moreira;Feminino;Cartão de crédito
16/11/2022;901038;Rio de Janeiro;João da Luz;Topper;Vinicius Pastor;Feminino;PIX
04/11/2022;543295;Porto Alegre;Mathias Leão;Vizzano;Marina Gomes;Feminino;PIX
24/11/2022;854235;Belo Horizonte;Dr. Marcelo Teixeira;Melissa;Sra. Bella Ramos;Feminino;Cartão de débito
16/11/2022;485308;Belo Horizonte;Dr. Luan Borges;Copa;Jade Lima;Feminino;PIX
12/11/2022;960558;Rio de Janeiro;João Miguel Fonseca;Palha;Ana Julia da Cruz;Masculino;Cartão de crédito
08/11/2022;573437;Porto Alegre;Marina da Mota;Blazer;Olívia da Luz;Feminino;PIX
28/11/2022;707228;São Paulo;Nathan Montenegro;Dunk;Bento Ribeiro;Masculino;PIX
07/11/2022;737554;Belo Horizonte;Dr. Luan Borges;Palace;Bárbara Almeida;Feminino;Cartão de débito
14/11/2022;324367;Rio de Janeiro;Leandro da Costa;Copa;Vitória Machado;Feminino;Cartão de débito
10/11/2022;827016;Belo Horizonte;Dr. Marcelo Teixeira;Vizzano;Carlos Eduardo Pinto;Masculino;Cartão de débito
19/11/2022;366116;Belo Horizonte;Dr. Luan Borges;Palha;Clara Jesus;Masculino;PIX
21/11/2022;203797;Curitiba;Oliver Sales;Vermelha;Dr. Gabriel Rios;Feminino;PIX
11/11/2022;997653;São Paulo;Valentim da Paz;Copa;João Vitor Barros;Masculino;Cartão de crédito
19/11/2022;125482;Porto Alegre;Mathias Leão;Beira Rio;Daniela Gonçalves;Masculino;Cartão de crédito
05/11/2022;695899;Curitiba;Gael Henrique Siqueira;Vizzano;Joaquim Pacheco;Masculino;Cartão de crédito
30/11/2022;545116;Belo Horizonte;Francisco Macedo;Topper;Leandro Macedo;Masculino;Cartão de débito
04/11/2022;811472;Rio de Janeiro;Pedro Aparecida;Cambio;Igor Gomes;Feminino;Cartão de crédito
15/11/2022;778365;São Paulo;Nathan Montenegro;Predator;Oliver Casa Grande;Feminino;Cartão de débito
18/11/2022;380778;Belo Horizonte;Clarice Nogueira;Blazer;Ian Dias;Feminino;PIX
18/11/2022;700418;Porto Alegre;Davi Luiz Farias;Nemeziz;Vinícius Caldeira;Feminino;PIX
06/11/2022;382310;Curitiba;Sr. Luan Fernandes;Vermelha;Luna Silva;Masculino;PIX
10/11/2022;202077;São Paulo;Valentim da Paz;Beira Rio;Antônio Farias;Feminino;Cartão de crédito
07/11/2022;176773;São Paulo;Theo da Cruz;Palha;Isabella Monteiro;Masculino;Cartão de débito
22/11/2022;643641;Rio de Janeiro;Rafaela Rodrigues;Lacoste;Gabrielly Ribeiro;Masculino;Cartão de crédito
12/11/2022;763972;Rio de Janeiro;João Miguel Fonseca;Mercurial;Danilo Siqueira;Feminino;Cartão de débito
25/11/2022;331537;São Paulo;Pietro Alves;Palha;Maria Rodrigues;Feminino;Cartão de crédito
08/11/2022;606938;Curitiba;Sr. Luan Fernandes;Vermelha;Sr. José Moura;Feminino;Cartão de débito
20/11/2022;933385;Belo Horizonte;Sr. Valentim Duarte;Rasteira;Gabriela Farias;Feminino;PIX
13/11/2022;874530;Curitiba;Samuel das Neves;Palha;Murilo da Cruz;Masculino;Cartão de crédito
02/11/2022;822830;São Paulo;Dr. Lorenzo Camargo;X;Isabella Machado;Masculino;Cartão de débito
15/11/2022;471703;São Paulo;Dr. Lorenzo Camargo;Papete;Maria Vitória Castro;Masculino;Cartão de débito
30/11/2022;140372;Rio de Janeiro;Pedro Aparecida;Dunk;Miguel Gomes;Feminino;Cartão de crédito
12/11/2022;246608;Porto Alegre;Igor Porto;Topper;Bruna Moura;Feminino;PIX
06/11/2022;254429;São Paulo;Murilo Cavalcante;Vermelha;Lorenzo Nogueira;Feminino;PIX
27/11/2022;991988;Rio de Janeiro;Dr. Breno Ramos;Jordan;Ana Liz Rezende;Feminino;Cartão de crédito
05/11/2022;182348;Porto Alegre;Marina da Mota;Papete;Ester da Rosa;Masculino;Cartão de débito
23/11/2022;904053;Rio de Janeiro;Dr. Breno Ramos;Predator;Cecilia Sousa;Feminino;Cartão de débito
30/11/2022;809041;Porto Alegre;Igor Porto;Palace;Cecília Melo;Masculino;PIX
11/11/2022;732169;Curitiba;Gael Henrique Siqueira;Havaianas;Augusto Ferreira;Feminino;PIX
17/11/2022;847831;Rio de Janeiro;Dr. Luigi Nascimento;X;Luana Duarte;Masculino;Cartão de crédito
06/11/2022;694350;São Paulo;Dr. Lorenzo Camargo;Vermelha;Sophia Vargas;Masculino;Cartão de crédito
08/11/2022;684735;São Paulo;Dr. Lorenzo Camargo;Havaianas;Dra. Alícia Aparecida;Feminino;Cartão de crédito
15/11/2022;478123;São Paulo;Pedro Lucas da Luz;Predator;Dom Cirino;Feminino;Cartão de crédito
07/11/2022;395064;São Paulo;Dr. Lorenzo Camargo;Dunk;Srta. Sabrina Moraes;Masculino;PIX
01/11/2022;800148;Belo Horizonte;Clarice Nogueira;Cambio;Dr. Murilo Costela;Feminino;Cartão de crédito
23/11/2022;532635;Rio de Janeiro;Leandro da Costa;Papete;Josué Rios;Masculino;Cartão de débito
10/11/2022;672908;São Paulo;Pedro Lucas da Luz;Vizzano;Dra. Melina Duarte;Masculino;Cartão de crédito
16/11/2022;534252;Porto Alegre;Isabelly Cirino;Topper;Nina Pereira;Masculino;Cartão de débito
10/11/2022;760247;Rio de Janeiro;João da Luz;Topper;Lívia Moraes;Feminino;Cartão de débito
09/11/2022;390966;São Paulo;Nathan Montenegro;Cambio;Sr. Heitor Garcia;Feminino;Cartão de débito
04/11/2022;927157;São Paulo;Theo da Cruz;Schutz;Heitor Vieira;Masculino;Cartão de crédito
14/11/2022;824713;Porto Alegre;Marina da Mota;Papete;Rafaela Dias;Feminino;Cartão de débito
19/11/2022;801207;Rio de Janeiro;João Miguel Fonseca;Air Force 1;Maria Luísa Ramos;Masculino;Cartão de débito
09/11/2022;371307;Porto Alegre;Dr. Davi Luiz Rezende;Alpargata;Ana Clara Souza;Masculino;Cartão de débito
14/11/2022;496757;Curitiba;Oliver Sales;Beira Rio;Allana da Mota;Feminino;Cartão de débito
17/11/2022;913515;Curitiba;Luiz Henrique Nogueira;Rasteira;Antonella Camargo;Feminino;Cartão de débito
09/11/2022;383572;São Paulo;Valentim da Paz;Lacoste;Theodoro Aparecida;Masculino;Cartão de crédito
14/11/2022;979208;São Paulo;Pietro Alves;Blazer;Davi Lucas Cirino;Masculino;Cartão de débito
12/11/2022;733882;Belo Horizonte;Dr. Marcelo Teixeira;Rasteira;Manuela Ramos;Feminino;PIX
28/11/2022;474835;Porto Alegre;Dr. Davi Luiz Rezende;Rasteira;Ágatha Pereira;Feminino;PIX
07/11/2022;163430;São Paulo;Pedro Lucas da Luz;Blazer;Kevin Garcia;Masculino;PIX
06/11/2022;702798;Porto Alegre;Dr. Davi Luiz Rezende;Air Force 1;Pedro Lucas Monteiro;Feminino;Cartão de crédito
14/11/2022;858385;Rio de Janeiro;Leandro da Costa;Palha;Heloísa Peixoto;Masculino;PIX
10/11/2022;524622;Porto Alegre;Mathias Leão;Blazer;Ana Moraes;Masculino;Cartão de débito
07/11/2022;520784;Rio de Janeiro;Dr. Breno Ramos;Vermelha;Sophie Moreira;Masculino;PIX
30/11/2022;372543;São Paulo;Nathan Montenegro;Palace;Laís Souza;Feminino;Cartão de crédito
15/11/2022;598664;Belo Horizonte;Dr. Luan Borges;Cambio;Arthur Gabriel Camargo;Masculino;Cartão de crédito
28/11/2022;328907;Curitiba;Pedro Henrique Casa Grande;Predator;Erick Sampaio;Masculino;Cartão de débito
07/11/2022;993292;São Paulo;Dr. Lorenzo Camargo;Rasteira;Enzo Gabriel Oliveira;Masculino;PIX
11/11/2022;727785;São Paulo;Valentim da Paz;Melissa;Vinicius Almeida;Feminino;Cartão de débito
13/11/2022;846271;Curitiba;Luiz Henrique Nogueira;Dunk;Manuella Vasconcelos;Masculino;PIX
23/11/2022;293602;Belo Horizonte;Sr. Valentim Duarte;Mercurial;Davi Luiz Alves;Masculino;Cartão de crédito
14/11/2022;766605;Curitiba;Oliver Sales;Melissa;Dr. Fernando Souza;Feminino;PIX
29/11/2022;626743;Rio de Janeiro;Leandro da Costa;Vermelha;Isabelly Vasconcelos;Feminino;Cartão de débito
01/11/2022;508238;São Paulo;Pedro Lucas da Luz;Havaianas;Ayla Porto;Masculino;PIX
24/11/2022;762762;Belo Horizonte;Maitê Jesus;Air Force 1;João Guilherme Pacheco;Masculino;Cartão de crédito
06/11/2022;993218;Porto Alegre;Enzo Gabriel Guerra;Beira Rio;Rafaela Garcia;Feminino;Cartão de débito
23/11/2022;106545;São Paulo;Dr. Lorenzo Camargo;Tiririca;Sara Guerra;Feminino;PIX
27/11/2022;180356;Rio de Janeiro;Leandro da Costa;Copa;Milena Ribeiro;Masculino;Cartão de débito
28/11/2022;901834;São Paulo;Pedro Lucas da Luz;Anabela;Sofia da Cunha;Masculino;Cartão de crédito
12/11/2022;983733;Belo Horizonte;Thales Viana;Mercurial;Léo Castro;Feminino;Cartão de crédito
28/11/2022;715967;Curitiba;Valentim Barbosa;Jordan;Antonella Peixoto;Feminino;Cartão de débito
28/11/2022;379118;Rio de Janeiro;Rafaela Rodrigues;Rasteira;Mariana Melo;Feminino;Cartão de crédito
28/11/2022;662029;Belo Horizonte;Dr. Luan Borges;Beira Rio;Nina Pinto;Feminino;PIX
02/11/2022;550889;Curitiba;Sr. Luan Fernandes;Vermelha;Henry Gabriel Cirino;Feminino;Cartão de crédito
12/11/2022;976494;Curitiba;Gael Henrique Siqueira;Havaianas;Oliver Borges;Masculino;PIX
12/11/2022;557525;Rio de Janeiro;Dr. Luigi Nascimento;Air Force 1;Vinícius Aragão;Masculino;Cartão de débito
14/11/2022;584480;Rio de Janeiro;Rafaela Rodrigues;X;Sra. Alícia Barbosa;Feminino;Cartão de débito
09/11/2022;401883;Rio de Janeiro;Leandro da Costa;Palace;Gabriela Gomes;Masculino;Cartão de crédito
10/11/2022;972466;Curitiba;Sr. Luan Fernandes;Palha;Isaque Alves;Masculino;Cartão de débito
27/11/2022;265566;Porto Alegre;Enzo Gabriel Guerra;Air Force 1;Sabrina Gomes;Feminino;PIX
02/11/2022;866936;São Paulo;Valentim da Paz;Palha;Ana Júlia Sousa;Feminino;PIX
03/11/2022;424787;Curitiba;Sr. Luan Fernandes;Havaianas;Dr. João Felipe Oliveira;Masculino;PIX
01/11/2022;522097;Curitiba;Luiz Henrique Nogueira;Vizzano;Manuela Novais;Masculino;Cartão de crédito
27/11/2022;486400;Porto Alegre;Igor Porto;Topper;Sr. Luiz Henrique Ferreira;Feminino;PIX
26/11/2022;140257;Porto Alegre;Mathias Leão;Dunk;Lucas Gabriel Monteiro;Masculino;Cartão de crédito
10/11/2022;255084;Porto Alegre;Igor Porto;Topper;Larissa das Neves;Masculino;Cartão de débito
23/11/2022;348842;Rio de Janeiro;Leandro da Costa;Air Force 1;João Felipe da Conceição;Masculino;Cartão de débito
03/11/2022;365530;São Paulo;Pedro Lucas da Luz;Dunk;Vitor Novais;Masculino;Cartão de crédito
11/11/2022;267560;São Paulo;Dr. Lorenzo Camargo;Jordan;Ana Laura Fogaça;Masculino;Cartão de crédito
01/11/2022;579958;Curitiba;Samuel das Neves;Havaianas;Sabrina Vargas;Feminino;PIX
28/11/2022;172165;São Paulo;Pietro Alves;Melissa;Vitor Carvalho;Masculino;Cartão de débito
17/11/2022;821875;Rio de Janeiro;Pedro Aparecida;Cambio;Bianca Duarte;Feminino;Cartão de crédito
03/11/2022;615019;Rio de Janeiro;Rafaela Rodrigues;Havaianas;João Lucas Brito;Feminino;Cartão de débito
18/11/2022;834730;São Paulo;Pietro Alves;Cambio;Ana Cecília Lima;Masculino;PIX
09/11/2022;853274;Rio de Janeiro;Pedro Aparecida;Palace;Maria Júlia Almeida;Masculino;PIX
27/12/2022;445838;Porto Alegre;Enzo Gabriel Guerra;Copa;Ana Laura Siqueira;Masculino;Cartão de débito
08/12/2022;422954;Belo Horizonte;Thales Viana;Anabela;Thiago da Paz;Masculino;Cartão de débito
16/12/2022;801060;Rio de Janeiro;Dr. Breno Ramos;Mercurial;Alícia Pimenta;Feminino;Cartão de débito
05/12/2022;510361;São Paulo;Valentim da Paz;Palha;Antônio Peixoto;Masculino;Cartão de crédito
30/12/2022;101050;São Paulo;Nathan Montenegro;Palace;Eloá Dias;Masculino;Cartão de débito
06/12/2022;127840;Rio de Janeiro;João da Luz;Tiririca;Ana Laura Sousa;Masculino;PIX
22/12/2022;714193;Belo Horizonte;Sr. Valentim Duarte;Nemeziz;Sra. Maria Sophia Ramos;Masculino;Cartão de crédito
03/12/2022;871656;São Paulo;Valentim da Paz;Melissa;Sra. Nicole Pacheco;Masculino;Cartão de crédito
29/12/2022;409094;Curitiba;Samuel das Neves;Dunk;Maitê Brito;Masculino;Cartão de crédito
31/12/2022;598326;Porto Alegre;Mathias Leão;Havaianas;Maria Flor Fogaça;Feminino;Cartão de crédito
15/12/2022;497326;Porto Alegre;Davi Luiz Farias;Air Force 1;Augusto Sampaio;Masculino;Cartão de débito
05/12/2022;228804;São Paulo;Theo da Cruz;Blazer;Erick Pastor;Feminino;Cartão de débito
22/12/2022;279959;Rio de Janeiro;Pedro Aparecida;Palace;Davi Lucca da Cruz;Feminino;Cartão de débito
18/12/2022;848529;Belo Horizonte;Sr. Valentim Duarte;Cambio;Maria Julia Castro;Feminino;Cartão de débito
31/12/2022;425168;Rio de Janeiro;Dr. Luigi Nascimento;Jordan;Raul Pimenta;Masculino;Cartão de crédito
24/12/2022;759002;Rio de Janeiro;Leandro da Costa;Lacoste;Melina da Cruz;Masculino;Cartão de débito
11/12/2022;969833;Porto Alegre;Davi Luiz Farias;Tiririca;Sra. Agatha Garcia;Feminino;Cartão de crédito
27/12/2022;394053;Porto Alegre;Mathias Leão;Melissa;Gustavo Henrique Monteiro;Feminino;PIX
14/12/2022;196307;Belo Horizonte;Francisco Macedo;Vizzano;Dra. Bianca Casa Grande;Masculino;Cartão de crédito
14/12/2022;603876;Rio de Janeiro;João da Luz;X;Nathan da Mota;Feminino;Cartão de débito
10/12/2022;774666;Belo Horizonte;Maitê Jesus;Blazer;Cecília Moura;Masculino;PIX
29/12/2022;279254;São Paulo;Pedro Lucas da Luz;Palace;Lara Cunha;Feminino;Cartão de crédito
16/12/2022;804026;Belo Horizonte;Maitê Jesus;Tiririca;Ana Júlia da Cunha;Feminino;Cartão de débito
07/12/2022;906701;Porto Alegre;Mathias Leão;Lacoste;Maria Helena Albuquerque;Masculino;PIX
22/12/2022;754647;Curitiba;Luiz Henrique Nogueira;Tiririca;Sra. Alícia Vasconcelos;Masculino;Cartão de débito
29/12/2022;456656;Curitiba;Samuel das Neves;Copa;Lucas Vargas;Masculino;PIX
20/12/2022;628615;Curitiba;Samuel das Neves;Jordan;Sra. Stephany Barros;Masculino;PIX
07/12/2022;461126;Belo Horizonte;Francisco Macedo;Palha;Isabela Cassiano;Feminino;Cartão de crédito
11/12/2022;265562;Belo Horizonte;Sr. Valentim Duarte;Vermelha;Gael Borges;Feminino;PIX
05/12/2022;802772;Belo Horizonte;Sr. Valentim Duarte;Papete;Maria Isis Gonçalves;Feminino;Cartão de débito
27/12/2022;331213;Porto Alegre;Igor Porto;Papete;Esther Gonçalves;Masculino;Cartão de crédito
25/12/2022;986455;Porto Alegre;Marina da Mota;Anabela;Sra. Isis Fernandes;Masculino;PIX
27/12/2022;308522;Curitiba;Oliver Sales;Vizzano;Bento Santos;Masculino;PIX
03/12/2022;100254;Rio de Janeiro;João da Luz;Tiririca;Isabel das Neves;Masculino;Cartão de crédito
14/12/2022;934355;Rio de Janeiro;Rafaela Rodrigues;Lacoste;Brenda Vasconcelos;Masculino;PIX
15/12/2022;417525;Rio de Janeiro;Rafaela Rodrigues;Nemeziz;Dr. Brayan Gonçalves;Masculino;Cartão de crédito
17/12/2022;771280;Belo Horizonte;Francisco Macedo;Lacoste;Srta. Luna Borges;Masculino;Cartão de débito
13/12/2022;879558;Curitiba;Oliver Sales;Copa;Jade Costela;Feminino;Cartão de crédito
12/12/2022;742901;São Paulo;Pietro Alves;Havaianas;Laura Moraes;Feminino;Cartão de crédito
09/12/2022;990458;Rio de Janeiro;Dr. Luigi Nascimento;Copa;Sr. Guilherme da Cruz;Feminino;Cartão de débito
15/12/2022;721976;Curitiba;Pedro Henrique Casa Grande;Havaianas;Dra. Isadora Montenegro;Feminino;Cartão de crédito
05/12/2022;502894;Curitiba;Gael Henrique Siqueira;Lacoste;Maria Isis Costa;Masculino;Cartão de débito
24/12/2022;295950;Belo Horizonte;Clarice Nogueira;Copa;Mariah Costela;Masculino;PIX
09/12/2022;661985;Porto Alegre;Isabelly Cirino;Palha;Henry Gabriel Sá;Masculino;PIX
18/12/2022;965955;São Paulo;Valentim da Paz;Palace;João Vitor Mendonça;Feminino;Cartão de crédito
01/12/2022;832919;Porto Alegre;Marina da Mota;Palace;Kaique das Neves;Feminino;Cartão de crédito
11/12/2022;478274;Curitiba;Samuel das Neves;Beira Rio;Isabel Mendes;Feminino;Cartão de débito
30/12/2022;460214;Curitiba;Oliver Sales;Mercurial;Enzo Gabriel da Mata;Masculino;Cartão de crédito
03/12/2022;225629;Curitiba;Pedro Henrique Casa Grande;Dunk;Sara da Cunha;Masculino;Cartão de débito
10/12/2022;954993;Belo Horizonte;Dr. Luan Borges;Dunk;Maria Liz Costa;Masculino;Cartão de débito
25/12/2022;262218;São Paulo;Murilo Cavalcante;Papete;Sr. Antônio Melo;Feminino;PIX
15/12/2022;895606;Belo Horizonte;Thales Viana;Cambio;Anthony Gabriel Azevedo;Masculino;Cartão de débito
24/12/2022;494600;Belo Horizonte;Sr. Valentim Duarte;Cambio;Dra. Hellena da Rocha;Feminino;Cartão de débito
16/12/2022;264629;São Paulo;Valentim da Paz;Palace;Mariane da Rosa;Masculino;Cartão de crédito
